2017-09-10,93,41
2017-09-11,96,41
2017-09-12,104,40
2017-09-13,97,40
2017-09-16,87,41
2017-09-17,88,41
2017-09-18,89,41
2017-09-19,91,41
2017-09-20,92,41
2017-09-21,100,41
2017-09-22,99,41
2017-09-23,98,41
2017-09-24,97,41
2017-09-25,100,41
2017-09-28,108,40
2017-09-29,111,39
2017-09-30,110,40
2017-10-01,125,38
2017-10-02,124,38
2017-10-03,119,38
2017-10-08,118,38
2017-10-09,116,38
2017-10-12,101,40
2017-10-15,108,39
2017-10-16,101,40
2017-10-19,98,41
2017-10-28,103,38
